rank_setor,codigo_base,nome,valor_total,quantidade_total
132,920241436,KIT PINCEL + ESCOVINHA 10PCS,17.97,3
132,927418469,ESPONJA MAQUI,87.03,7
132,954167014,50 LEDS AZUL 8F 5M 89068,22.37,3
133,939694591,ESCOVA LABUBU S-0766,22.04,1
133,955639952,JG TC VERSALHES CZ C/6,86.49,1
133,936675033,FESTAO 9CM 5M,17.54,1
133,908629692,BULE 10 POLIDO,23.99,1
134,920241447,ESPONJA CACAHUATE HB101843,17.450000000000003,5
134,936156927,CILIO NEW SHOW SEDA,21.83,2
134,914970074,BRINCO COM PRATA,23.97,3
134,938829130,FESTAO 7CM LUXO,23.97,3
134,926769441,KIT MANICURE 5PCS,86.18,7
135,928486183,PILHA RECARREG AA SP-1815,15.99,1
135,926840521,FONE DE OUVIDO TYPE C,15.99,1
135,909223082,PRESILHA C/ PEROLA,23.96,4
135,942940804,CAIXA DE PRESENTE 25CM,15.99,1
135,911935613,MAGIC LIP GLOSS CY86033,21.58,2
135,3053717,POTE ENFEITE HALLOWEEN,23.96,4
135,911982673,COL S.TRUCK CAC VER,85.47,3
135,942399078,CHAVEIRO,23.96,4
135,926840463,HD CONVERSOR VGA AUDIO,15.99,1
136,942940780,CAIXA DE PRESENTE 17CM,14.47,3
136,914970058,PIRANHA DE CABELO,23.94,6
136,968690794,10577- KIT PANOS LISTRADO 4PCS 30*40 CX/72,85.44,6
136,942697698,LAPIS DEL LABIOS SAFIRA,20.93,7
137,1039481,"CORTADOR UNHA 7,8 WELLMIX",20.49,1
137,911935513,ILUMIN BAKED POWDER,83.96,4
137,908090921,ESMALTE IMPALA,13.98,2
137,914970064,BRINCO COM PRATA,23.54,6
137,905754147,ESMALTE IMPALA,13.98,2
138,955093754,GUARDA CHUVA DUAS COR,22.99,1
138,"504671,",BALDE FESTIVAL LAVANDERIA,83.94999999999999,5
138,920132670,RELOGIO PALLYJANE QUARTZ,22.99,1
138,926769483,KIT NAVALHETE + 3 REFIS,13.61,4
138,943314917,ADESIVO LABUBU,20.03,7
139,924078107,PULVERIZADOR OVAL 550ML,22.450000000000003,5
139,943314955,CHAVEIRO PLACA,12.99,1
139,917048953,LIP GLOSS L1201,83.93,7
139,1030324,CORRETIVO LIQ STAY FIX,19.99,1
140,946794343,CADERNO 80 FOLHAS,11.99,1
140,917049122,LIP BALM/OIL GZ8010404,11.99,1
140,968635489,VASO DEC HALLEY,82.63,2
140,907206385,MINI POTE COM 4 PÇS,21.96,4
140,917049093,GLOSS HELLO KITTY,11.99,1
140,917612152,BORRACHA STITCH 8111,19.96,4
141,936675004,CORDAO 100 LEDS VERDE,18.99,1
141,954703906,PRESILHAS LACO PÉROLAS,18.99,1
141,918940264,ILUMIN BAKED LUX,18.99,1
141,926840516,MOUSE OPITICO LEHMOX,79.96,4
141,928181229,ESC P/LIMP FAC MZ-023,11.98,2
141,914970069,BRINCO COM PRATA,20.97,3
141,942697680,PRESILHA C/ PEROLA,18.99,1
142,852720923.,PRESILHA LACO COLOR DOURADO,18.96,4
142,942940798,CAIXA DE PRESENTE 23CM,11.69,1
142,938731916,POCHETE MASCULINA,19.99,1
142,944226959,JOGO DE TALHER 25 PEÇAS,77.97,3
143,909223069,PROTETOR LABIAL STITCH,19.98,2
143,918817415,CILIOS 8D MINK,19.98,2
143,968635420,JARRA C/TAMPA TEXT 1L,17.99,1
143,2007359,MASCARA CILIOS INCOLOR,9.99,1
143,10419811,CORRETIVO LIQ FENZZA,9.99,1
143,936675010,LED CASC 138 AZUL ESTR,76.99,1
144,914970003,ARCO ADULTO,19.96,4
144,941389792,KIT PRESILHAS CONCHA,19.96,4
144,968635519,POTICHE BARIL COLOR,13.99,1
144,923232911,PINCEL P/ MAQUIAGEM,13.99,1
144,928181229,ESC P/LIMP FAC MZ-023,76.66,14
144,917612152,BORRACHA STITCH 8111,9.98,2
145,918817421,CILIOS POSTIÇOS OTM,17.98,2
145,948949877,LIP GLOSS BELLE ANGEL,12.99,1
145,926640375,MASCARA MAIS NUTRIAAO 1KG,76.49,1
145,943314917,ADESIVO LABUBU,8.97,3
145,921515229,CINTO FEMININO,17.98,2
146,926769503,KIT ESCV FACIAL + LIXA + ESCV,7.99,1
146,908354409,FITA BOPP 45MMX40M,12.33,2
146,945082926,KIT PRESILHAS,17.97,3
146,926769493,KIT ESCV FACIAL + CURVEX,7.99,1
146,942103369,CANECA CRISTAL 250ML,17.97,3
146,921603697,CANETA LABUBU 10CORES,76.41,9
146,916288658,ESCOVA C/ PÁ PLASTCO,7.99,1
146,938829130,FESTAO 7CM LUXO,7.99,1
147,14453222,300L BR FIO TRANS 18804,75.98,2
147,908090945,ESMALTE IMPALA,6.99,1
147,926769524,KIT DESIGNER SOBRANC 2PCS,6.99,1
147,908090933,ESMALTE IMPALA,6.99,1
147,911982661,UNIC MAG KIT COZ,75.98,2
147,927899581,"LAPISEIRA BOLD 0,7M",17.94,6
147,917049102,LIP GLOSS WB-251,11.99,1
147,911935608,LIP GLOSS YALANI 2225,11.99,1
148,955640051,FUNIL MULTIUSO,75.93,12
148,920241495,KIT ESPJ MAKEUP FRUTAS 4PCS,5.99,1
148,928181229,ESC P/LIMP FAC MZ-023,11.98,2
148,923169665,FACA MESA CONTINENTAL,17.45,5
149,905753964,ESTOJO P/ ESC DENTE,16.47,3
149,908091150,CANECA INFANTIL,10.99,1
149,944571210,NUTRY AVELA C/CHO 22G,74.44,32
150,2007359,MASCARA CILIOS INCOLOR,9.99,1
150,921590898,GUARDA CHUVA C/GOTAS,15.99,1
150,"578093743 - 9,99",ESCOVA P/CABELO,9.99,1
150,909223069,PROTETOR LABIAL STITCH,9.99,1
150,918940239,BLUSH E ILUMINADOR MELU 8G,73.45,5
150,2098671,DELINEADOR CANET VIVAI,9.99,1
151,927637925,TOUCA LACE WIG CAP,8.97,3
151,918817558,PULSEIRA DOURADA,15.98,2
151,916441808,COLAR INFANTIL,15.98,2
151,920602911,BRINCO DOURADO,15.98,2
151,947695225,CHAVEIRO QUADRO DESENH,72.44,6
152,955640054,"CLIPE COMIDA 30X4,5CM BAMBU",72.12,8
152,926769431,KIT MANICURE 6PCS,7.99,1
152,918817583,KIT PRESILHAS TIC TAC,15.96,4
152,926769513,KIT ESCV FACIAL + CORT UNHA,7.99,1
153,926769524,KIT DESIGNER SOBRANC 2PCS,6.99,1
153,957125493,BOLSA SACOLA,14.99,1
153,925917873,FIN  REC BE.USE 210ML,71.99,1
154,908629680,FORMA PAO 03 POLIDO,13.99,1
154,906678866,POTE COM TAMPA,13.99,1
154,916069490,LIP GLO BOBBI RARA,71.95,5
154,944571210,NUTRY AVELA C/CHO 22G,6.72,3
155,920241436,KIT PINCEL + ESCOVINHA 10PCS,5.99,1
155,917049112,LIP GLOSS L5629,70.74,6
155,2098671,DELINEADOR CANET VIVAI,13.98,2
156,955093795,BOLSA COLOR CAQUI,69.99,1
156,941955570,PRESILHA INF CARTELADA 03,5.98,2
156,954703737,NECESSAIRE TRANSPARENTE,12.99,1
156,945082910,BOLSA TRANSVERSAL,12.99,1
157,961217147,BOLSA SACO,11.99,1
157,920241504,ESPJ DE DEDO P/ MAQ.,3.98,2
157,921515219,CINTO FEMININO,11.99,1
157,955093759,GUARDA CHUVA VERDE,11.99,1
157,917049068,LIP GLOSS L5572,69.53999999999999,6
158,926769421,KIT P/ SOBRANCELHAS 2PCS,3.59,1
158,914970048,BRINCO COM PRATA,11.98,2
158,908192183,TAPETE HIGIENICO P/CAES,68.95,5
159,3053717,POTE ENFEITE HALLOWEEN,67.52000000000001,13
159,920241447,ESPONJA CACAHUATE HB101843,3.49,1
159,909223099,PROTETOR LABIAL SAFIRA,11.97,3
160,911935608,LIP GLOSS YALANI 2225,10.99,1
160,1037529,CHICLE BOLA RECHEADO,2.69,1
160,911982679,TRUCK FORCE,66.98,2
160,914459715,LIP GLOSS 22228,10.99,1
161,920602922,BRINCO DOURADO,9.99,1
161,908091138,CANECA INFANTIL,66.97,13
161,943394004,PORTA PAPEL T MESA,9.99,1
162,908091138,CANECA INFANTIL,9.98,2
162,921454255,ESPONJA P/MAQUIAGEM,66.35000000000001,20
163,916441668,GLOSS BELLA ANGEL,65.97,3
163,184347,PISTA BRINQUE CARRINHO,9.49,1
164,916069446,"BASE LIQ NATURAL BLEND 3,5ML",65.75,5
164,914970079,BRINCO COM PRATA,8.99,1
164,935879801,SACOLA DE PRESENTE,8.99,1
164,961217009,BOLSA TERMICA,8.99,1
165,927899594,"LAPISEIRA BOLD 0,7M",8.97,3
165,916867815,CHAVEIRO STITCH,64.77,3
166,946794190,NUTRY BANANA/MEL 24G,8.76,4
166,936675029,FESTAO 9CM METALIZADO,64.30000000000001,10
167,955639976,CP CZ DIAMANTE 350ML C/6,63.44,1
167,938147904,SACOLA DE PRESENTE,7.99,1
167,907206380,MINI POTE RET C/ 6 PÇS,7.99,1
168,918940264,ILUMIN BAKED LUX,62.97,3
168,922057058,KIT DE XUXINHA 3PCS,7.98,2
168,941389781,KIT XUXINHA,7.98,2
169,184347,PISTA BRINQUE CARRINHO,62.94,6
169,941389894,PRESILHA,5.99,1
170,957125471,FRASCO,5.98,2
170,911982670,SUPER CAR BOMBEIRO,62.68000000000001,2
171,941389787,ELASTICO P/ CABELO,4.95,5
171,968690872,SACO ORG VACUO EST,60.75,10
172,907206274,ELASTICO DE CABELO,60.61,14
172,951110271,TUBINHO FRUTAS 15G,4.76,4
173,957125466,FRASCO DE SPRAY,2.99,1
173,905543764,CALCA LEGGING JEANS,59.97,3
174,2479103,LAPIS ESCOLAR,1.98,2
174,955640081,ESP RETA URBAN,59.96,4
174,941389807,BICO DE PATO,1.98,2
175,951302725,CJ 5 POTES CONECT RET A1,57.58,2
176,942940829,CAIXA DE PRESENTE 36CM,56.98,2
176,911982676,COL S.TRUCK CAC BARCOS,56.98,2
177,907206380,MINI POTE RET C/ 6 PÇS,55.99,6
178,942940824,CAIXA DE PRESENTE 34CM,55.98,2
179,968690845,TOUCA TOA P/CABELOS,55.15,5
180,955640066,FACA LEG INOX 4,54.52,8
181,911982664,TARTARUGA MARUJO,53.98,2
182,958551812,SECADOR DE SALADA GRANDE B1,53.49,1
183,916069495,"CORRETIVO BASTAO 6,8G",53.36,4
184,918940251,GLOSS MAGICO GOOD GIRL 3ML,52.75,5
185,927637925,TOUCA LACE WIG CAP,52.02,18
186,10101387,FANTASIA DIABINHO,52,1
187,902285260,PERF LITE RED NYC 30ML,51.99,1
188,908174424,FITA MULTI VERM 48MMX5M,51.96,4
189,955640091,FACA P/TOMATE (WHITE),51.92,8
190,958610366,PLACA ADS PVC 30*60CM,51.89,11
191,898740711,ARQUIVO FACIL - PRETO,51.02,8
192,908629698,FERVEDOR 14 POLIDO,50.98,2
192,905754068,BOLA P/ PET,50.98,2
193,955640012,PT P/CONDIMENTOS 770ML,50.370000000000005,3
194,916867806,CHAVEIRO STITCH CAPUZ,49.99,1
195,776867072,PERF STITCH 35ML PF4030,49.98,2
196,922130997,"ASSADEIRA RET 3,7L",49.49,1
197,908091150,CANECA INFANTIL,49.3,5
198,927418464,ESPONJA MAQUI,48.230000000000004,7
199,939834741,NECESSAIRE MULTI POUCH,47.48,2
199,942940819,CAIXA DE PRESENTE 31CM,47.48,2
200,926769431,KIT MANICURE 6PCS,47.45,5
201,929265275,MINI BATOM LAPIS,47.400000000000006,10
202,910807616,LIP GLOSS J318,46.760000000000005,4
203,919069079,AG CO CUBE 200ML,45.74,16
204,914459732,SHINY LIP GLOSS,44.97,3
204,920241558,BLUSH COMP POPSTAR,44.97,3
205,910807599,PER BRAVO HERO 30ML,43.99,1
206,2007245,MASC CILIOS LUISANCE,43.98,2
207,968690866,PANO P/ESC TACAS/COPOS,43.47,3
208,1021642,HAVAINAS SQUARE 41/42,42.99,1
209,968690791,KIT PANOS C/2 30*30CM,42.18,7
210,968635426,POTE VIDRO 650ML,41.98,2
211,914459708,SHINY LIP GLOSS,41.97,3
212,911935598,LIP GLOSS S6689,41.760000000000005,4
213,955640060,SELADOR SACOS,41.6,5
214,101243883,CONTACT ESTAMPADO MT,40.57,3
214,921603687,KIT LAPISEIRA LABUBU,40.57,3
215,776867118,FILME DE PVC 15M,40.54,6
216,2036205,MOUSSE MICELAR ESPUMA,39.98,2
216,955640024,PT P/COND 850ML C/TAMPA,39.98,2
217,955640084,ROLO AMAC CARNE,38.97,3
218,914459726,LIP GLOSS,37.98,2
219,942940792,CAIXA DE PRESENTE 21CM,37.96,4
220,908629686,POP. BULE 14 POLIDO,37.49,1
221,968542914,JARRA CLEAR 2L,35.99,1
222,910807618,ESCOVA TIRA PELOS,35.98,2
222,958369128,BOLSA MASCULINA,35.98,2
223,942940798,CAIXA DE PRESENTE 23CM,35.07,3
224,955640009,PT P/CONDIMENTOS 560ML,34.98,2
225,968635480,JG COPOS OLIMP 330ML,34.49,1
226,918940232,PALE BLUSH 5G SARAH'S,33.98,2
227,905754088,ESCOVA PARA PET 13X6CM,33.96,4
228,968690854,PANO P/VIDROS 30*40CM,33.55,5
229,902285251,ARQ TRANÇA COLR,32.97,3
230,926769544,LIXA POLIDORA DE UNHAS,32.89,11
231,955640044,PEG SALADA INOX,32.45,5
232,958610363,PLACA ADS PVC 30*60CM,32.43,7
233,2024556,FAST CHARGE 3.1A,31.98,2
234,951302735,JARRA ELEGANCE 2L B3,31.04,1
235,4698756,BOLSA PRETA,29.98,2
235,922057115,ILUMIN JELLY ILUME,29.98,2
236,927396095,ESPONJA MAQ,29.67,3
237,908091115,POTE PL 4 DIVISORIAS,29.49,1
238,968690842,PANO DE MAO INF,28.46,4
239,968691463,FORMA GELO 14 FUROS,27.549999999999997,5
240,911935479,PALE SOMB FLORAL,26.58,2
241,905754103,PINO BOLICHE PET,25.47,3
242,943314917,ADESIVO LABUBU,25.41,9
243,926769452,KIT EXTRATORES DE CRAVOS 2PCS,25.310000000000002,4
244,1761923,EST ESCOLAR/ACESSÓRIOS,25.19,1
245,02909,CONTACT METALIZADO MT,25.18,2
246,843742664,ÁRVORE DEC MILENEIS,24.99,1
246,1307769,MINI VENTILADOR USB,24.99,1
246,968635516,POTICHE LUMI AMBAR,24.99,1
247,911935560,LIP GLOSS HONEY,23.99,1
248,911935576,LIP GLOSS L5573,23.98,2
249,955640018,PT P/COND 1100ML C/TAM,23.49,1
250,942940814,CAIXA DE PRESENTE 29CM,21.99,1
251,921454178,KIT ESPJ MAQ FRUTAS 3P,21.98,2
252,968691450,FORMA GELO COLOR,21.56,4
253,968635423,JARRA C/TAMPA LIST 1.1L,21.49,1
254,2007266,MASCARA CILIOS RUBY RO,20.99,1
255,942940786,CAIXA DE PRESENTE 19CM,20.97,3
256,1999921,CONTOR  MARM RUBY ROSE,19.99,1
256,944226970,JOGO DE TALHER 17 PEÇAS,19.99,1
257,942417608,VELA 90g kit c/3 NATAL BR CX C/24,18.99,1
257,942940809,CAIXA DE PRESENTE 27CM,18.99,1
258,942940780,CAIXA DE PRESENTE 17CM,18.96,4
259,916441694,BASE LIQ 30ML LABRANCHE,17.99,1
260,1010326,UNHAS POSTICA 24 Pc,17.37,3
261,91052100,GARFO SOBREMESA,16.400000000000002,5
262,920241608,CABO CARREG T-C - T-C EZ-W86,15.99,1
262,928486193,CARREG RAP T-C LE-233FC,15.99,1
263,916168917,ILUMINADOR SHIMMER,14.99,1
263,914459785,LIP GLOSS BOBBI RARA,14.99,1
263,909223112,MASCARA DE CILIOS PANDA,14.99,1
263,916441673,MASCARA DE CILIOS PANDA,14.99,1
264,927899594,"LAPISEIRA BOLD 0,7M",14.05,5
265,968690839,PANO MAO LISTRADA,13.48,2
266,958610360,PLACA ADV PVC 30*60CM,13.47,3
267,968690827,SACO ORG A VACUO 80*130,12.59,1
268,968690779,FUNIL INOX 12CM,12.49,1
269,968690863,SAC PROT P/SAPATOS,12.12,3
270,914459715,LIP GLOSS 22228,11.99,1
270,911935571,LIP GLOSS L3908,11.99,1
271,927899581,"LAPISEIRA BOLD 0,7M",11.66,4
272,955640078,FACA FRUT URBAN,11.49,1
273,920241495,KIT ESPJ MAKEUP FRUTAS 4PCS,11.379999999999999,2
274,1910732,PAINEL E.V.A PARAB C/GLITER,10.99,1
274,939834719,CX PRESENTE 30X30X30CM,10.99,1
275,917612152,BORRACHA STITCH 8111,10.98,2
276,2923957,PINÇA  MACRILAN,9.99,1
276,942417605,VELA 60g GENGIBRE E PIMENTA ROSA CX C/24,9.99,1
277,955640063,GARFO P/CHURR INOX,9.98,2
278,926769473,KIT MANICURE 5PCS,9.49,1
278,2146831,BABY TRUCK  PEQUENO,9.49,1
278,926769503,KIT ESCV FACIAL + LIXA + ESCV,9.49,1
278,968690903,TAMPA PAN METAL 26CM,9.49,1
279,926769421,KIT P/ SOBRANCELHAS 2PCS,9.48,2
280,911935618,LIP GLOSS S6692,8.99,1
280,776867113,"PAPEL MANTEIGA 7,5M",8.99,1
280,920241477,PINCEL DE ESPONJA P/MAKEUP,8.99,1
281,926769463,TESOURA PONTA CURVA,8.98,2
282,905754083,RASQUEADEIRA,7.99,1
282,905754098,RASQUEADEIRA,7.99,1
282,959613173,LEITE INT PIRACANJUBA 1L,7.99,1
283,968690848,PANO XAD BR 2PCS,7.19,1
284,776867124,SHOWKINHO 200ML,5.77,3
285,920241457,KIT ESPJ DE MAQUIAGEM 8PCS,5.39,1
286,920241504,ESPJ DE DEDO P/ MAQ.,3.98,2
287,968808265,FERMENTO BIO C/3,3.86,4
288,920241447,ESPONJA CACAHUATE HB101843,3.49,1
289,2281249,CANETA PAPERMATE KILO,1.99,1
